log,label,threat_type
Jan 11 16:17:08 server1 cron[7392]: (service) CMD (/usr/bin/update.sh),0,normal
"Jan 19 11:49:08 server2 kernel: [64672] USB disconnect, address 9",0,normal
Jan 15 13:06:03 server1 systemd[1]: Started User Manager for UID 1939,0,normal
Jan 24 07:52:19 server2 systemd[1]: Started User Manager for UID 1589,0,normal
Jan 16 06:13:18 server3 sshd[3519]: Accepted publickey for admin from 192.168.158.168 port 22 ssh2,0,normal
Jan 15 14:26:52 server2 cron[2986]: (admin) CMD (/usr/bin/cleanup.sh),0,normal
Jan 2 23:48:08 server3 NetworkManager[4339]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 27 06:31:01 server3 apache2[5991]: 192.168.235.43 - - [16/Jan/2024:13:46:09 +0000] ""GET /about.html HTTP/1.1"" 200 3495",0,normal
Jan 18 09:33:53 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 3 13:20:45 server1 apache2[4807]: 192.168.58.29 - - [14/Jan/2024:01:24:09 +0000] ""GET /api/status HTTP/1.1"" 200 1441",0,normal
Jan 19 21:32:38 server2 cron[7639]: (service) CMD (/usr/bin/backup.sh),0,normal
Jan 26 08:07:34 server1 NetworkManager[5879]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 25 20:26:46 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 15 02:37:08 server4 kernel: [19798] USB disconnect, address 4",0,normal
Jan 8 22:21:36 server1 NetworkManager[5341]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 22 05:22:36 server4 sshd[2899]: Accepted publickey for admin from 192.168.248.7 port 22 ssh2,0,normal
Jan 24 11:56:58 server3 postfix/smtpd[7196]: connect from web.example.com[192.168.31.90],0,normal
Jan 25 20:06:10 server1 NetworkManager[2413]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 16 13:57:00 server4 apache2[9162]: 192.168.194.29 - - [14/Jan/2024:14:17:19 +0000] ""GET /api/status HTTP/1.1"" 200 188",0,normal
Jan 28 09:17:54 server1 postfix/smtpd[8972]: connect from mail.example.com[192.168.41.213],0,normal
Jan 24 01:51:09 server3 cron[1219]: (service) CMD (/usr/bin/cleanup.sh),0,normal
Jan 30 07:53:26 server2 cron[1095]: (service) CMD (/usr/bin/cleanup.sh),0,normal
Jan 8 02:46:18 server2 cron[1607]: (user1) CMD (/usr/bin/cleanup.sh),0,normal
"Jan 16 21:00:49 server4 kernel: [94381] USB disconnect, address 1",0,normal
Jan 18 10:09:43 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 13 11:17:35 server2 NetworkManager[3690]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 10 00:47:35 server4 kernel: [93156] USB disconnect, address 8",0,normal
Jan 13 21:06:58 server1 systemd[1]: Started User Manager for UID 1241,0,normal
Jan 29 03:59:42 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 25 06:56:51 server2 sshd[2127]: Accepted publickey for user1 from 192.168.100.150 port 22 ssh2,0,normal
Jan 30 02:25:15 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 29 04:20:17 server4 NetworkManager[2863]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 10 10:43:47 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 19 03:16:39 server1 cron[5845]: (www-data) CMD (/usr/bin/backup.sh),0,normal
"Jan 30 14:28:47 server1 kernel: [58463] USB disconnect, address 7",0,normal
Jan 10 22:38:56 server3 systemd[1]: Started User Manager for UID 1098,0,normal
Jan 30 23:24:50 server1 postfix/smtpd[5692]: connect from mail.example.com[192.168.163.148],0,normal
Jan 16 21:36:05 server1 sshd[9975]: Accepted publickey for admin from 192.168.205.66 port 22 ssh2,0,normal
"Jan 23 22:47:12 server3 kernel: [25313] USB disconnect, address 2",0,normal
"Jan 2 08:36:58 server1 kernel: [85067] USB disconnect, address 5",0,normal
Jan 22 08:19:20 server1 sshd[5120]: Accepted publickey for service from 192.168.46.3 port 22 ssh2,0,normal
Jan 17 10:56:57 server1 systemd[1]: Started User Manager for UID 1178,0,normal
Jan 28 12:10:04 server4 postfix/smtpd[8038]: connect from mail.example.com[192.168.156.165],0,normal
Jan 20 11:14:26 server1 NetworkManager[2028]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 4 22:10:15 server2 cron[6400]: (user1) CMD (/usr/bin/update.sh),0,normal
Jan 19 03:50:19 server1 sshd[7310]: Accepted publickey for www-data from 192.168.66.38 port 22 ssh2,0,normal
Jan 1 15:16:46 server2 systemd[1]: Started User Manager for UID 1644,0,normal
Jan 8 10:49:21 server1 NetworkManager[7151]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 10 20:05:10 server4 apache2[8085]: 192.168.93.138 - - [18/Jan/2024:02:34:40 +0000] ""GET /api/status HTTP/1.1"" 200 4322",0,normal
Jan 4 16:15:23 server2 NetworkManager[4558]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 10 15:30:27 server3 kernel: [96064] USB disconnect, address 4",0,normal
Jan 19 10:22:13 server1 cron[9614]: (user1) CMD (/usr/bin/backup.sh),0,normal
Jan 4 11:41:17 server1 sshd[4376]: Accepted publickey for user1 from 192.168.31.29 port 22 ssh2,0,normal
Jan 11 22:18:08 server2 NetworkManager[6728]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 6 09:10:26 server4 cron[4109]: (user1) CMD (/usr/bin/cleanup.sh),0,normal
Jan 7 21:26:58 server2 sshd[2836]: Accepted publickey for www-data from 192.168.33.177 port 22 ssh2,0,normal
"Jan 7 04:27:46 server1 kernel: [58355] USB disconnect, address 7",0,normal
Jan 24 05:14:58 server2 NetworkManager[7956]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 29 21:10:28 server2 apache2[2677]: 192.168.187.239 - - [20/Jan/2024:08:07:17 +0000] ""GET /index.html HTTP/1.1"" 200 4517",0,normal
Jan 21 13:25:14 server2 NetworkManager[1887]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 29 16:14:28 server1 NetworkManager[6284]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 13 00:46:58 server2 apache2[1961]: 192.168.102.100 - - [13/Jan/2024:01:50:30 +0000] ""GET /index.html HTTP/1.1"" 200 3270",0,normal
Jan 13 04:52:14 server4 postfix/smtpd[7429]: connect from mail.example.com[192.168.88.29],0,normal
Jan 17 15:29:02 server4 systemd[1]: Started User Manager for UID 1728,0,normal
"Jan 16 18:13:31 server1 apache2[5633]: 192.168.68.74 - - [16/Jan/2024:17:35:49 +0000] ""GET /contact.html HTTP/1.1"" 200 4043",0,normal
Jan 20 21:54:35 server3 cron[9437]: (admin) CMD (/usr/bin/backup.sh),0,normal
"Jan 25 21:10:48 server4 kernel: [54073] USB disconnect, address 9",0,normal
Jan 24 17:05:52 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 29 00:15:58 server4 NetworkManager[9425]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 9 01:41:27 server1 cron[8911]: (www-data) CMD (/usr/bin/update.sh),0,normal
"Jan 28 11:16:40 server2 apache2[4194]: 192.168.188.93 - - [11/Jan/2024:11:13:26 +0000] ""GET /contact.html HTTP/1.1"" 200 612",0,normal
Jan 21 20:32:14 server3 systemd[1]: Started User Manager for UID 1206,0,normal
"Jan 19 01:44:33 server3 apache2[6245]: 192.168.17.153 - - [28/Jan/2024:12:27:47 +0000] ""GET /api/status HTTP/1.1"" 200 673",0,normal
Jan 26 09:43:49 server4 sshd[3324]: Accepted publickey for admin from 192.168.231.253 port 22 ssh2,0,normal
Jan 21 21:36:05 server4 systemd[1]: Started User Manager for UID 1147,0,normal
Jan 10 03:05:19 server3 sshd[7403]: Accepted publickey for www-data from 192.168.185.7 port 22 ssh2,0,normal
Jan 12 03:44:47 server3 NetworkManager[2094]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 14 18:44:10 server1 NetworkManager[3530]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 15 23:11:55 server1 cron[2433]: (user1) CMD (/usr/bin/cleanup.sh),0,normal
Jan 15 06:52:08 server3 systemd[1]: Started User Manager for UID 1857,0,normal
Jan 25 20:54:33 server3 systemd[1]: Started User Manager for UID 1749,0,normal
Jan 1 07:51:02 server1 sshd[9248]: Accepted publickey for www-data from 192.168.35.66 port 22 ssh2,0,normal
Jan 29 02:31:10 server2 cron[2631]: (service) CMD (/usr/bin/backup.sh),0,normal
Jan 30 11:32:13 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 11 00:30:16 server4 postfix/smtpd[5560]: connect from web.example.com[192.168.106.69],0,normal
Jan 2 01:51:13 server3 NetworkManager[8157]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 1 23:08:44 server2 systemd[1]: Started User Manager for UID 1693,0,normal
Jan 22 12:56:57 server3 postfix/smtpd[7605]: connect from mail.example.com[192.168.94.136],0,normal
Jan 16 11:04:05 server2 cron[3798]: (service) CMD (/usr/bin/update.sh),0,normal
Jan 4 00:49:25 server1 cron[7747]: (service) CMD (/usr/bin/update.sh),0,normal
Jan 18 11:59:53 server4 NetworkManager[6813]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 15 18:24:31 server4 kernel: [68580] USB disconnect, address 8",0,normal
Jan 5 22:24:21 server2 cron[9111]: (admin) CMD (/usr/bin/cleanup.sh),0,normal
Jan 3 07:41:54 server1 NetworkManager[4658]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 30 02:36:22 server4 apache2[7825]: 192.168.8.4 - - [14/Jan/2024:00:23:53 +0000] ""GET /index.html HTTP/1.1"" 200 3282",0,normal
Jan 6 17:52:53 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 17 11:51:14 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 18 08:14:20 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 18 14:45:42 server3 sshd[2448]: Accepted publickey for service from 192.168.24.208 port 22 ssh2,0,normal
Jan 13 17:19:31 server1 postfix/smtpd[3850]: connect from web.example.com[192.168.13.54],0,normal
Jan 24 10:27:46 server4 NetworkManager[1520]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 24 22:55:48 server3 apache2[3030]: 192.168.94.244 - - [08/Jan/2024:16:09:51 +0000] ""GET /about.html HTTP/1.1"" 200 1866",0,normal
Jan 14 23:20:05 server1 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 13 02:56:06 server1 sshd[3617]: Accepted publickey for www-data from 192.168.73.24 port 22 ssh2,0,normal
Jan 12 01:44:24 server4 cron[8674]: (admin) CMD (/usr/bin/backup.sh),0,normal
"Jan 29 18:02:48 server4 kernel: [29401] USB disconnect, address 1",0,normal
Jan 5 04:44:31 server1 cron[6488]: (admin) CMD (/usr/bin/cleanup.sh),0,normal
"Jan 19 03:46:45 server2 kernel: [28312] USB disconnect, address 3",0,normal
Jan 18 21:35:09 server3 NetworkManager[1965]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 12 22:39:35 server2 sshd[5413]: Accepted publickey for www-data from 192.168.69.18 port 22 ssh2,0,normal
Jan 14 04:05:11 server3 systemd[1]: Started User Manager for UID 1778,0,normal
"Jan 21 04:07:04 server4 kernel: [85651] USB disconnect, address 7",0,normal
"Jan 10 03:29:14 server2 apache2[4255]: 192.168.81.59 - - [18/Jan/2024:16:42:47 +0000] ""GET /index.html HTTP/1.1"" 200 2975",0,normal
Jan 7 18:42:12 server1 postfix/smtpd[7117]: connect from web.example.com[192.168.95.232],0,normal
"Jan 29 03:21:24 server1 kernel: [82477] USB disconnect, address 5",0,normal
Jan 15 00:19:27 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 27 22:38:06 server4 systemd[1]: Started User Manager for UID 1180,0,normal
Jan 14 13:51:35 server4 postfix/smtpd[9424]: connect from web.example.com[192.168.236.100],0,normal
Jan 9 10:02:59 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 14 16:59:14 server1 systemd[1]: Started User Manager for UID 1384,0,normal
Jan 22 04:38:53 server2 systemd[1]: Started User Manager for UID 1977,0,normal
"Jan 8 04:39:58 server4 apache2[7645]: 192.168.175.252 - - [29/Jan/2024:16:18:09 +0000] ""GET /index.html HTTP/1.1"" 200 4166",0,normal
Jan 6 03:00:20 server1 cron[5931]: (admin) CMD (/usr/bin/update.sh),0,normal
Jan 3 00:00:14 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 4 08:12:17 server1 cron[1576]: (user1) CMD (/usr/bin/backup.sh),0,normal
"Jan 29 19:53:55 server1 apache2[2953]: 192.168.180.3 - - [16/Jan/2024:16:27:51 +0000] ""GET /about.html HTTP/1.1"" 200 4436",0,normal
Jan 28 00:25:25 server1 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 8 06:46:29 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 6 01:07:31 server1 postfix/smtpd[5530]: connect from web.example.com[192.168.194.215],0,normal
Jan 19 09:58:55 server2 sshd[5957]: Accepted publickey for service from 192.168.110.177 port 22 ssh2,0,normal
"Jan 13 11:52:11 server3 kernel: [55489] USB disconnect, address 2",0,normal
Jan 2 20:04:46 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 18 08:12:21 server4 postfix/smtpd[5762]: connect from mail.example.com[192.168.87.181],0,normal
"Jan 7 13:02:20 server3 apache2[2590]: 192.168.75.177 - - [03/Jan/2024:15:58:30 +0000] ""GET /index.html HTTP/1.1"" 200 2459",0,normal
"Jan 29 12:40:01 server1 apache2[8779]: 192.168.44.64 - - [19/Jan/2024:03:15:18 +0000] ""GET /api/status HTTP/1.1"" 200 1108",0,normal
Jan 30 16:58:52 server2 postfix/smtpd[5468]: connect from mail.example.com[192.168.46.178],0,normal
Jan 24 22:08:59 server2 systemd[1]: Started User Manager for UID 1756,0,normal
Jan 27 21:20:27 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 1 09:37:29 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 17 12:32:59 server4 NetworkManager[6663]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 9 04:43:54 server3 postfix/smtpd[1993]: connect from web.example.com[192.168.60.172],0,normal
"Jan 2 16:53:44 server1 kernel: [88576] USB disconnect, address 2",0,normal
Jan 21 10:16:59 server3 postfix/smtpd[6777]: connect from web.example.com[192.168.16.58],0,normal
Jan 9 18:18:15 server4 cron[1732]: (admin) CMD (/usr/bin/update.sh),0,normal
"Jan 11 22:49:34 server2 apache2[1312]: 192.168.35.196 - - [20/Jan/2024:08:46:50 +0000] ""GET /about.html HTTP/1.1"" 200 4411",0,normal
Jan 12 09:23:59 server2 postfix/smtpd[4329]: connect from mail.example.com[192.168.7.191],0,normal
Jan 24 07:36:15 server1 postfix/smtpd[5535]: connect from web.example.com[192.168.228.197],0,normal
"Jan 17 09:57:30 server4 apache2[9548]: 192.168.173.250 - - [13/Jan/2024:09:25:37 +0000] ""GET /contact.html HTTP/1.1"" 200 4527",0,normal
Jan 20 05:42:37 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 5 04:20:41 server4 apache2[6036]: 192.168.85.106 - - [29/Jan/2024:11:43:07 +0000] ""GET /api/status HTTP/1.1"" 200 4928",0,normal
Jan 15 04:22:22 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 23 21:50:24 server1 postfix/smtpd[8045]: connect from web.example.com[192.168.148.34],0,normal
Jan 1 18:59:56 server1 postfix/smtpd[6565]: connect from web.example.com[192.168.195.6],0,normal
Jan 6 14:11:11 server1 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 15 00:51:43 server1 kernel: [19067] USB disconnect, address 3",0,normal
Jan 13 21:13:47 server4 NetworkManager[3305]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 17 18:01:34 server1 cron[4055]: (service) CMD (/usr/bin/backup.sh),0,normal
"Jan 28 18:34:55 server1 apache2[8469]: 192.168.17.139 - - [05/Jan/2024:18:27:04 +0000] ""GET /api/status HTTP/1.1"" 200 2745",0,normal
Jan 16 08:35:49 server3 NetworkManager[6961]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 20 21:40:50 server2 NetworkManager[9852]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 11 04:05:58 server4 sshd[3919]: Accepted publickey for www-data from 192.168.66.217 port 22 ssh2,0,normal
Jan 23 04:11:28 server2 systemd[1]: Started User Manager for UID 1697,0,normal
Jan 15 12:14:59 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 27 21:05:06 server4 systemd[1]: Started User Manager for UID 1640,0,normal
Jan 18 17:43:35 server4 NetworkManager[4876]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 25 12:03:05 server2 systemd[1]: Started User Manager for UID 1469,0,normal
Jan 21 12:37:19 server3 sshd[8203]: Accepted publickey for service from 192.168.152.37 port 22 ssh2,0,normal
"Jan 19 23:06:56 server2 apache2[9080]: 192.168.148.234 - - [27/Jan/2024:18:57:07 +0000] ""GET /contact.html HTTP/1.1"" 200 2224",0,normal
Jan 22 01:08:41 server2 sshd[5474]: Accepted publickey for admin from 192.168.150.162 port 22 ssh2,0,normal
"Jan 20 14:50:36 server4 kernel: [88949] USB disconnect, address 7",0,normal
Jan 13 13:03:12 server3 systemd[1]: Started User Manager for UID 1414,0,normal
Jan 7 16:08:39 server2 cron[7536]: (user1) CMD (/usr/bin/cleanup.sh),0,normal
Jan 8 12:49:30 server2 systemd[1]: Started User Manager for UID 1984,0,normal
Jan 15 07:59:34 server4 postfix/smtpd[3598]: connect from web.example.com[192.168.225.192],0,normal
Jan 10 02:45:19 server1 systemd[1]: Started User Manager for UID 1999,0,normal
Jan 4 05:39:02 server1 systemd[1]: Started User Manager for UID 1536,0,normal
Jan 2 06:48:42 server1 systemd[1]: Started User Manager for UID 1782,0,normal
Jan 16 04:12:41 server3 sshd[9284]: Accepted publickey for service from 192.168.109.70 port 22 ssh2,0,normal
Jan 15 20:42:19 server2 cron[8858]: (service) CMD (/usr/bin/cleanup.sh),0,normal
"Jan 22 18:22:18 server4 apache2[2889]: 192.168.8.227 - - [24/Jan/2024:05:12:33 +0000] ""GET /api/status HTTP/1.1"" 200 528",0,normal
Jan 10 17:38:52 server4 sshd[7461]: Accepted publickey for user1 from 192.168.203.92 port 22 ssh2,0,normal
Jan 9 08:41:31 server1 sshd[7781]: Accepted publickey for www-data from 192.168.74.182 port 22 ssh2,0,normal
Jan 19 11:08:18 server1 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 7 01:45:28 server4 kernel: [25403] USB disconnect, address 6",0,normal
Jan 4 01:43:46 server4 NetworkManager[8161]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 16 01:53:51 server4 kernel: [90498] USB disconnect, address 8",0,normal
Jan 30 22:59:09 server1 cron[4126]: (service) CMD (/usr/bin/update.sh),0,normal
Jan 1 14:37:01 server1 postfix/smtpd[8859]: connect from web.example.com[192.168.46.57],0,normal
Jan 8 19:36:24 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 30 08:07:04 server2 systemd[1]: Started User Manager for UID 1693,0,normal
Jan 7 21:45:00 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 11 06:33:35 server3 kernel: [50873] USB disconnect, address 8",0,normal
"Jan 17 13:53:48 server2 apache2[9659]: 192.168.19.92 - - [16/Jan/2024:16:22:13 +0000] ""GET /about.html HTTP/1.1"" 200 1868",0,normal
Jan 17 03:02:58 server3 systemd[1]: Started User Manager for UID 1792,0,normal
Jan 24 06:16:53 server3 systemd[1]: Started User Manager for UID 1491,0,normal
Jan 26 18:04:23 server1 systemd[1]: Started User Manager for UID 1908,0,normal
Jan 22 15:13:54 server3 NetworkManager[4693]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 13 07:40:15 server1 cron[3394]: (admin) CMD (/usr/bin/update.sh),0,normal
Jan 30 11:10:00 server4 systemd[1]: Started User Manager for UID 1406,0,normal
Jan 24 11:46:31 server3 systemd[1]: Started User Manager for UID 1763,0,normal
Jan 14 18:15:33 server4 cron[9798]: (www-data) CMD (/usr/bin/cleanup.sh),0,normal
Jan 24 15:40:44 server4 sshd[8269]: Accepted publickey for user1 from 192.168.16.28 port 22 ssh2,0,normal
"Jan 4 02:48:56 server3 kernel: [31202] USB disconnect, address 7",0,normal
Jan 23 03:33:55 server4 cron[2645]: (service) CMD (/usr/bin/backup.sh),0,normal
Jan 21 19:26:04 server3 NetworkManager[7516]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 24 22:47:58 server4 kernel: [62063] USB disconnect, address 3",0,normal
Jan 22 19:12:40 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 7 20:42:02 server3 kernel: [95948] USB disconnect, address 1",0,normal
"Jan 13 01:04:15 server1 kernel: [99445] USB disconnect, address 6",0,normal
"Jan 25 23:03:00 server1 apache2[6289]: 192.168.45.196 - - [16/Jan/2024:21:45:10 +0000] ""GET /index.html HTTP/1.1"" 200 1858",0,normal
Jan 27 11:08:58 server3 systemd[1]: Started User Manager for UID 1053,0,normal
Jan 2 04:43:05 server2 cron[3798]: (user1) CMD (/usr/bin/backup.sh),0,normal
"Jan 7 08:37:18 server1 kernel: [78446] USB disconnect, address 9",0,normal
Jan 19 20:35:06 server1 cron[2912]: (service) CMD (/usr/bin/backup.sh),0,normal
Jan 7 16:04:38 server1 postfix/smtpd[8042]: connect from web.example.com[192.168.116.11],0,normal
Jan 22 11:13:35 server2 sshd[1138]: Accepted publickey for service from 192.168.59.144 port 22 ssh2,0,normal
Jan 2 05:41:03 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 26 14:02:12 server3 apache2[1605]: 192.168.24.197 - - [20/Jan/2024:15:49:49 +0000] ""GET /index.html HTTP/1.1"" 200 2583",0,normal
Jan 22 22:44:00 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 28 01:13:30 server1 kernel: [54350] USB disconnect, address 4",0,normal
"Jan 6 05:20:51 server4 apache2[1722]: 192.168.22.122 - - [18/Jan/2024:08:48:01 +0000] ""GET /about.html HTTP/1.1"" 200 1991",0,normal
Jan 9 09:03:45 server3 postfix/smtpd[5022]: connect from mail.example.com[192.168.166.131],0,normal
Jan 3 12:53:32 server2 sshd[6079]: Accepted publickey for www-data from 192.168.224.38 port 22 ssh2,0,normal
Jan 3 08:59:24 server1 systemd[1]: Started User Manager for UID 1251,0,normal
Jan 11 09:43:06 server1 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 18 16:03:23 server3 kernel: [29252] USB disconnect, address 2",0,normal
Jan 21 19:39:33 server2 systemd[1]: Started User Manager for UID 1491,0,normal
Jan 15 11:21:32 server1 systemd[1]: Started User Manager for UID 1751,0,normal
Jan 30 16:13:02 server4 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 17 08:12:08 server1 cron[4021]: (service) CMD (/usr/bin/update.sh),0,normal
Jan 1 00:05:41 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 13 12:15:03 server1 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 1 22:07:50 server2 postfix/smtpd[2481]: connect from mail.example.com[192.168.118.249],0,normal
Jan 4 23:16:09 server4 postfix/smtpd[2530]: connect from mail.example.com[192.168.242.35],0,normal
Jan 12 23:02:33 server3 postfix/smtpd[9101]: connect from web.example.com[192.168.149.115],0,normal
Jan 21 06:44:07 server3 systemd[1]: Started User Manager for UID 1962,0,normal
Jan 15 08:04:22 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 13 01:56:37 server2 apache2[5818]: 192.168.206.61 - - [24/Jan/2024:22:14:40 +0000] ""GET /about.html HTTP/1.1"" 200 2329",0,normal
"Jan 6 01:30:18 server3 kernel: [77543] USB disconnect, address 4",0,normal
Jan 28 22:36:08 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 22 10:55:22 server3 postfix/smtpd[3655]: connect from web.example.com[192.168.5.33],0,normal
Jan 9 01:40:30 server3 postfix/smtpd[2106]: connect from web.example.com[192.168.76.220],0,normal
Jan 29 14:24:45 server4 systemd[1]: Started User Manager for UID 1342,0,normal
Jan 1 05:21:32 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 9 12:30:48 server4 cron[6917]: (service) CMD (/usr/bin/update.sh),0,normal
Jan 22 00:14:43 server2 NetworkManager[5016]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 16 11:44:32 server2 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
Jan 12 04:57:29 server3 dhcpd: DHCPDISCOVER from 00:11:22:33:44:55 via eth0,0,normal
"Jan 24 15:56:58 server2 kernel: [88498] USB disconnect, address 9",0,normal
Jan 4 22:37:12 server1 NetworkManager[9806]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 29 23:03:35 server3 NetworkManager[5401]: <info> device (eth0): state change: activated -> disconnected,0,normal
"Jan 6 19:22:46 server3 apache2[7364]: 192.168.125.43 - - [07/Jan/2024:17:23:09 +0000] ""GET /api/status HTTP/1.1"" 200 4749",0,normal
"Jan 22 10:11:48 server3 kernel: [85581] USB disconnect, address 1",0,normal
Jan 2 18:51:06 server2 systemd[1]: Started User Manager for UID 1368,0,normal
"Jan 1 11:40:34 server2 apache2[8167]: 192.168.161.169 - - [07/Jan/2024:02:03:35 +0000] ""GET /contact.html HTTP/1.1"" 200 4816",0,normal
"Jan 3 06:49:01 server1 kernel: [98842] USB disconnect, address 4",0,normal
"Jan 11 10:03:16 server3 apache2[8205]: 192.168.9.100 - - [01/Jan/2024:10:49:42 +0000] ""GET /about.html HTTP/1.1"" 200 4507",0,normal
Jan 29 13:10:07 server2 systemd[1]: Started User Manager for UID 1070,0,normal
"Jan 27 06:05:36 server1 apache2[1779]: 192.168.157.229 - - [17/Jan/2024:00:33:58 +0000] ""GET /contact.html HTTP/1.1"" 200 3818",0,normal
Jan 2 14:54:20 server2 postfix/smtpd[5550]: connect from web.example.com[192.168.251.201],0,normal
Jan 22 16:20:32 server3 NetworkManager[8865]: <info> device (eth0): state change: activated -> disconnected,0,normal
Jan 20 15:44:49 server1 postfix/smtpd[9384]: connect from web.example.com[192.168.160.105],0,normal
"Jan 23 20:27:29 server1 kernel: [55930] USB disconnect, address 7",0,normal
"Jan 12 18:23:17 server2 apache2[8305]: 192.168.77.46 - - [14/Jan/2024:07:21:30 +0000] ""GET /about.html HTTP/1.1"" 200 374",0,normal
Jan 21 14:09:27 server2 systemd[1]: Started User Manager for UID 1429,0,normal
